Date,Close,Volume,Stock,Close,Volume,Close,Volume,Close,Volume,Close,Volume
,AOT.BK,AOT.BK,,BDMS.BK,BDMS.BK,BAY.BK,BAY.BK,ESSO.BK,ESSO.BK,HMPRO.BK,HMPRO.BK
2024-01-03,61.70362854003906,40506100.0,AOT,,,,,,,,
2024-01-04,63.18451690673828,37899200.0,AOT,,,,,,,,
2024-01-05,62.690887451171875,41945900.0,AOT,,,,,,,,
2024-01-08,62.19725799560547,22082100.0,AOT,,,,,,,,
2024-01-09,61.950443267822266,13944500.0,AOT,,,,,,,,
2024-01-10,62.19725799560547,18662100.0,AOT,,,,,,,,
2024-01-11,61.70362854003906,20132700.0,AOT,,,,,,,,
2024-01-12,62.19725799560547,15129100.0,AOT,,,,,,,,
2024-01-15,61.70362854003906,28531500.0,AOT,,,,,,,,
2024-01-16,62.19725799560547,22854800.0,AOT,,,,,,,,
2024-01-17,60.46955871582031,35750600.0,AOT,,,,,,,,
2024-01-18,60.716373443603516,36515400.0,AOT,,,,,,,,
2024-01-19,59.975929260253906,16237100.0,AOT,,,,,,,,
2024-01-22,59.2354850769043,23858200.0,AOT,,,,,,,,
2024-01-23,58.49504089355469,41484000.0,AOT,,,,,,,,
2024-01-24,59.4822998046875,32972200.0,AOT,,,,,,,,
2024-01-25,58.988670349121094,27933100.0,AOT,,,,,,,,
2024-01-26,58.74185562133789,21500400.0,AOT,,,,,,,,
2024-01-29,59.975929260253906,38428500.0,AOT,,,,,,,,
2024-01-30,59.7291145324707,21472600.0,AOT,,,,,,,,
2024-01-31,58.988670349121094,37112100.0,AOT,,,,,,,,
2024-02-01,60.96318435668945,49753000.0,AOT,,,,,,,,
2024-02-02,61.950443267822266,32395000.0,AOT,,,,,,,,
2024-02-05,62.93770217895508,36587200.0,AOT,,,,,,,,
2024-02-06,63.67814636230469,53272400.0,AOT,,,,,,,,
2024-02-07,63.67814636230469,18344400.0,AOT,,,,,,,,
2024-02-08,63.431331634521484,13460000.0,AOT,,,,,,,,
2024-02-09,63.67814636230469,13538600.0,AOT,,,,,,,,
2024-02-12,64.41858673095703,27807000.0,AOT,,,,,,,,
2024-02-13,62.44407272338867,32585300.0,AOT,,,,,,,,
2024-02-14,62.44407272338867,18228100.0,AOT,,,,,,,,
2024-02-15,62.690887451171875,21626200.0,AOT,,,,,,,,
2024-02-16,62.44407272338867,18614900.0,AOT,,,,,,,,
2024-02-19,62.44407272338867,13014500.0,AOT,,,,,,,,
2024-02-20,62.44407272338867,12281800.0,AOT,,,,,,,,
2024-02-21,62.690887451171875,20235600.0,AOT,,,,,,,,
2024-02-22,63.431331634521484,25137100.0,AOT,,,,,,,,
2024-02-23,63.67814636230469,14190200.0,AOT,,,,,,,,
2024-02-27,63.67814636230469,17140000.0,AOT,,,,,,,,
2024-02-28,62.93770217895508,17604000.0,AOT,,,,,,,,
2024-02-29,62.690887451171875,31263300.0,AOT,,,,,,,,
2024-03-01,64.6654052734375,46735000.0,AOT,,,,,,,,
2024-03-04,63.92496109008789,28186500.0,AOT,,,,,,,,
2024-03-05,63.431331634521484,12842200.0,AOT,,,,,,,,
